Datum;Tid (UTC);barkakra temperature;barkakra wind;barkakra wind #2;barkakra pressure;gothenburg temperature;gothenburg wind;gothenburg wind #2;gothenburg pressure;jonkoping temperature;jonkoping wind;jonkoping wind #2;jonkoping pressure;vaderoarna temperature;vaderoarna wind;vaderoarna wind #2;vaderoarna pressure;vinga temperature;vinga wind;vinga wind #2;vinga pressure
2018-10-28;05:00:00;0.8;30;4.0;1019.5;0.7;41;1.3;1021.9;0.3;40;6.0;1020.9;1.4;46;13.6;1022.9;2.3;36;9.6;1021.4
2018-10-28;06:00:00;0.9;100;1.0;1020.3;0.1;46;1.7;1022.7;0.1;30;5.0;1021.7;1.0;43;10.7;1024.0;2.1;40;10.1;1022.2
2018-10-28;07:00:00;1.2;50;3.0;1021.0;-0.5;8;1.0;1023.7;0.0;30;4.0;1022.6;1.1;44;10.9;1024.9;1.8;42;8.6;1023.4
2018-10-28;08:00:00;1.5;50;4.0;1022.0;0.5;358;1.7;1024.4;-0.1;50;5.0;1023.5;1.3;45;11.3;1025.6;1.8;41;8.3;1024.1
2018-10-28;09:00:00;2.1;60;6.0;1022.2;1.8;20;1.6;1025.1;0.0;50;4.0;1024.3;1.6;49;9.5;1026.1;2.5;44;9.1;1024.8
2018-10-28;10:00:00;3.0;50;5.0;1022.3;2.2;23;2.4;1025.6;0.2;60;6.0;1024.7;2.1;48;8.3;1026.8;2.5;42;9.3;1025.3
2018-10-28;11:00:00;3.3;40;5.0;1022.5;3.1;41;3.0;1025.5;0.3;40;5.0;1024.6;2.6;60;6.2;1026.9;3.0;41;8.2;1025.2
2018-10-28;12:00:00;3.7;40;5.0;1022.8;2.8;24;1.8;1025.9;1.2;40;4.0;1025.1;2.9;66;5.9;1027.3;3.1;37;7.4;1025.7
2018-10-28;13:00:00;3.9;50;5.0;1022.8;3.5;31;3.3;1025.8;1.5;40;4.0;1025.6;3.0;47;4.6;1027.4;3.1;34;7.7;1025.5
2018-10-28;14:00:00;3.7;60;5.0;1023.1;3.4;27;2.5;1026.0;1.1;50;4.0;1025.8;3.1;49;6.0;1027.4;3.3;35;7.3;1025.9
2018-10-28;15:00:00;3.3;60;4.0;1023.3;3.1;25;2.3;1026.4;1.1;40;5.0;1026.2;3.2;47;5.4;1027.7;3.0;33;8.7;1026.2
2018-10-28;16:00:00;2.5;60;4.0;1023.6;2.2;36;1.4;1026.7;0.8;40;4.0;1026.3;3.3;67;7.7;1027.9;2.8;36;8.7;1026.4
2018-10-28;17:00:00;2.1;60;6.0;1023.8;1.2;48;1.3;1026.9;0.5;60;4.0;1026.9;3.0;45;8.6;1028.1;2.8;41;8.5;1026.4
2018-10-28;18:00:00;1.4;60;5.0;1024.1;1.0;34;1.2;1027.4;0.2;40;5.0;1027.3;3.1;46;9.8;1028.0;2.6;51;8.0;1027.1
2018-10-28;19:00:00;0.8;60;4.0;1024.2;1.4;47;3.6;1027.6;-0.2;50;4.0;1027.5;3.0;58;10.4;1028.5;2.5;55;7.9;1027.1
2018-10-28;20:00:00;0.8;60;6.0;1024.5;1.1;51;2.9;1027.8;-0.6;60;5.0;1027.9;2.6;51;7.5;1029.0;2.1;58;8.2;1027.4
2018-10-28;21:00:00;0.9;60;6.0;1024.2;0.4;60;1.8;1027.9;-1.0;60;4.0;1028.2;2.4;57;9.3;1028.7;1.6;56;6.9;1027.6
2018-10-28;22:00:00;0.7;70;6.0;1024.0;0.5;51;3.4;1028.0;-0.9;40;5.0;1027.8;2.1;56;7.6;1029.1;1.6;59;7.6;1027.4
2018-10-28;23:00:00;0.5;60;6.0;1023.3;0.4;48;2.3;1027.5;-1.1;40;5.0;1027.6;2.2;65;9.2;1028.6;1.5;59;9.0;1027.1
2018-10-29;00:00:00;0.3;60;9.0;1022.8;0.5;44;3.3;1027.3;-1.2;40;4.0;1027.5;1.8;56;7.9;1028.7;1.4;57;8.7;1026.8
2018-10-29;01:00:00;0.4;60;8.0;1022.6;0.3;49;3.2;1026.9;-1.8;20;5.0;1027.1;1.6;52;8.8;1028.7;1.4;57;10.0;1026.3
2018-10-29;02:00:00;0.9;60;7.0;1022.2;0.2;49;4.1;1026.3;-1.7;20;4.0;1026.8;1.5;52;8.9;1028.2;1.2;53;9.2;1025.8
2018-10-29;03:00:00;0.8;60;7.0;1021.8;-0.3;52;3.4;1026.0;-0.6;60;3.0;1026.5;1.1;48;10.2;1027.4;1.0;60;9.1;1025.4
2018-10-29;04:00:00;1.3;60;6.0;1021.7;-0.1;51;3.3;1026.1;-0.6;50;3.0;1026.0;1.0;56;9.8;1027.3;1.4;64;9.8;1025.2
2018-10-29;05:00:00;1.7;70;7.0;1021.7;0.1;48;3.6;1025.6;-0.7;70;5.0;1026.2;1.1;54;11.1;1026.8;1.5;65;9.5;1024.9
2018-10-29;06:00:00;2.1;70;7.0;1021.1;0.0;48;3.5;1025.2;-0.5;50;4.0;1026.1;0.9;58;11.1;1026.4;1.7;63;10.6;1024.4
2018-10-29;07:00:00;2.8;70;8.0;1020.5;0.1;53;3.3;1025.1;0.0;50;3.0;1025.8;0.8;60;11.3;1026.2;1.4;75;10.1;1024.2
2018-10-29;08:00:00;3.3;80;7.0;1020.7;0.8;47;3.6;1024.5;0.3;50;4.0;1025.1;1.5;63;11.2;1026.0;2.0;68;10.2;1023.8
2018-10-29;09:00:00;4.2;70;7.0;1019.7;1.8;55;2.9;1024.4;1.0;60;4.0;1025.1;2.0;67;12.0;1025.6;2.7;74;8.3;1023.5
2018-10-29;10:00:00;4.8;90;10.0;1019.5;3.0;49;4.1;1023.6;1.5;60;4.0;1024.4;1.9;67;12.6;1024.3;3.6;73;8.5;1022.5
2018-10-29;11:00:00;5.2;90;10.0;1018.6;4.0;63;4.3;1022.8;1.1;40;5.0;1024.0;2.8;70;11.9;1023.8;4.1;78;9.4;1022.2
2018-10-29;12:00:00;5.4;90;9.0;1017.8;4.3;69;4.4;1022.0;1.4;50;5.0;1023.3;3.1;76;12.8;1022.6;4.6;80;9.1;1021.2
2018-10-29;13:00:00;5.1;80;11.0;1016.1;4.3;64;4.3;1020.8;1.7;60;6.0;1022.3;3.4;66;12.8;1022.3;4.6;79;8.9;1020.3
2018-10-29;14:00:00;4.9;90;11.0;1015.8;4.3;61;4.5;1020.3;0.7;70;5.0;1021.2;3.5;61;10.2;1022.1;4.7;82;9.0;1019.7
2018-10-29;15:00:00;4.6;80;10.0;1015.5;4.3;67;5.0;1019.5;1.6;70;5.0;1021.1;4.2;77;11.2;1021.2;4.6;76;10.6;1018.6
2018-10-29;16:00:00;4.4;70;9.0;1014.8;4.2;67;4.8;1019.1;1.3;70;5.0;1020.7;4.5;76;11.6;1020.6;4.5;83;10.0;1018.6
2018-10-29;17:00:00;4.3;80;10.0;1013.8;4.2;67;4.8;1018.8;1.3;60;6.0;1019.8;4.4;70;13.0;1020.0;4.7;82;9.1;1018.2
2018-10-29;18:00:00;4.0;80;9.0;1013.0;3.9;58;4.1;1018.0;1.4;60;5.0;1018.9;4.4;66;10.6;1020.0;4.6;73;10.8;1017.3
2018-10-29;19:00:00;4.1;80;9.0;1011.5;3.1;58;4.5;1017.4;1.4;40;5.0;1018.1;4.4;77;12.9;1018.2;3.8;76;11.7;1016.4
2018-10-29;20:00:00;4.4;70;8.0;1010.3;2.3;46;4.2;1015.8;1.6;60;5.0;1016.9;4.3;78;12.6;1017.0;3.0;62;12.1;1015.1
2018-10-29;21:00:00;4.9;80;8.0;1009.7;2.2;46;4.9;1014.4;1.5;50;4.0;1016.1;3.4;76;14.1;1015.7;2.7;54;10.7;1013.8
2018-10-29;22:00:00;5.2;90;9.0;1008.5;2.6;48;4.3;1013.6;1.5;50;5.0;1014.4;3.0;74;15.5;1014.8;3.0;54;10.5;1013.1
2018-10-29;23:00:00;5.4;90;9.0;1006.8;2.6;48;3.6;1012.7;1.7;50;4.0;1013.6;2.7;69;13.7;1015.1;3.1;54;10.4;1012.2
2018-10-30;00:00:00;5.4;80;10.0;1005.8;2.8;33;3.0;1011.3;2.5;80;5.0;1012.8;2.2;49;11.1;1014.4;3.3;57;10.0;1010.7
2018-10-30;01:00:00;5.4;80;9.0;1004.2;2.5;46;3.0;1010.6;2.5;90;5.0;1011.6;2.3;52;11.0;1013.1;3.4;57;9.8;1009.9
2018-10-30;02:00:00;5.6;80;9.0;1003.2;2.6;46;2.3;1009.0;2.4;80;5.0;1010.4;2.8;57;11.7;1011.6;2.9;53;10.7;1008.2
2018-10-30;03:00:00;5.9;80;10.0;1001.0;2.8;36;2.9;1007.2;2.5;70;6.0;1009.2;3.0;58;13.3;1010.2;3.0;48;10.7;1006.4
2018-10-30;04:00:00;6.4;80;11.0;1000.2;3.5;42;2.9;1005.5;2.5;70;5.0;1007.8;2.8;54;13.1;1008.1;3.6;53;10.0;1004.9
2018-10-30;05:00:00;6.6;90;10.0;999.2;4.1;51;3.9;1004.7;2.8;80;6.0;1006.7;3.1;58;13.8;1006.9;4.4;64;10.2;1003.9
2018-10-30;06:00:00;7.1;90;9.0;997.9;4.3;49;3.4;1003.8;2.9;80;4.0;1005.7;3.2;50;13.0;1006.4;4.9;66;9.6;1003.1
2018-10-30;07:00:00;7.7;90;10.0;996.6;4.4;44;4.5;1002.6;3.1;70;5.0;1004.9;3.1;46;12.2;1005.7;5.1;58;11.2;1001.7
2018-10-30;08:00:00;8.4;90;11.0;996.0;4.7;48;4.0;1001.2;3.5;70;5.0;1003.6;3.5;45;12.2;1004.0;5.1;56;10.7;1000.4
2018-10-30;09:00:00;9.2;90;10.0;995.2;5.3;50;4.2;1000.0;4.3;80;4.0;1002.4;3.6;45;12.6;1002.7;5.5;62;9.5;999.4
2018-10-30;10:00:00;10.3;100;9.0;994.0;5.7;51;3.8;998.8;5.1;90;4.0;1001.8;4.3;49;12.5;1002.1;6.1;65;9.3;997.8
2018-10-30;11:00:00;11.3;100;9.0;993.4;6.4;51;3.4;997.3;6.0;90;4.0;1000.7;3.9;47;14.5;1000.3;6.7;65;9.8;996.2
