Datum;Tid (UTC);barkakra temperature;barkakra wind;barkakra wind #2;barkakra pressure;gothenburg temperature;gothenburg wind;gothenburg wind #2;gothenburg pressure;jonkoping temperature;jonkoping wind;jonkoping wind #2;jonkoping pressure;vaderoarna temperature;vaderoarna wind;vaderoarna wind #2;vaderoarna pressure;vinga temperature;vinga wind;vinga wind #2;vinga pressure
2018-10-21;14:00:00;13.4;190;4.0;1023.0;13.1;201;4.8;1019.3;11.2;220;7.0;1019.4;12.7;228;16.7;1013.8;12.9;204;10.9;1018.6
2018-10-21;15:00:00;13.3;190;3.0;1022.4;13.6;201;4.3;1018.3;11.2;230;8.0;1018.7;12.7;225;16.8;1013.1;13.2;206;10.6;1017.7
2018-10-21;16:00:00;13.1;200;3.0;1022.1;13.6;202;4.6;1017.6;11.2;220;8.0;1018.0;12.3;218;15.5;1012.7;13.1;208;9.4;1017.2
2018-10-21;17:00:00;12.9;190;3.0;1021.8;13.9;205;4.9;1017.4;11.3;220;8.0;1017.5;12.6;217;15.3;1012.0;13.3;206;10.5;1016.7
2018-10-21;18:00:00;13.0;170;3.0;1021.4;13.9;208;4.1;1016.9;11.5;210;7.0;1017.1;12.7;220;15.4;1011.8;13.6;220;11.4;1016.6
2018-10-21;19:00:00;13.1;190;4.0;1021.1;14.1;213;4.5;1016.3;11.9;210;7.0;1016.5;12.8;237;17.3;1011.3;13.5;219;11.1;1016.1
2018-10-21;20:00:00;13.5;210;5.0;1020.7;13.5;215;4.7;1016.1;12.0;220;8.0;1015.7;12.8;235;14.4;1011.3;13.0;223;12.7;1015.8
2018-10-21;21:00:00;13.4;220;5.0;1020.4;13.3;229;5.6;1016.0;12.2;210;8.0;1015.1;13.0;256;14.1;1012.2;12.9;239;10.4;1016.1
2018-10-21;22:00:00;13.6;230;6.0;1020.0;13.1;252;7.0;1016.8;12.2;220;8.0;1014.8;12.8;272;14.8;1013.1;12.6;262;10.3;1016.9
2018-10-21;23:00:00;13.4;240;8.0;1019.6;12.3;257;6.7;1016.6;12.2;250;6.0;1014.8;12.4;267;14.5;1013.6;12.0;269;12.0;1017.1
2018-10-22;00:00:00;12.6;250;8.0;1019.4;11.5;260;5.5;1017.2;11.2;260;7.0;1014.9;11.9;260;15.7;1013.8;11.6;276;12.1;1017.5
2018-10-22;01:00:00;11.7;270;5.0;1019.8;11.3;263;6.5;1017.4;10.2;270;6.0;1015.6;11.6;264;15.7;1013.6;11.6;283;11.3;1017.7
2018-10-22;02:00:00;11.3;300;9.0;1019.9;11.2;259;5.3;1017.6;9.0;270;5.0;1016.0;11.4;271;14.8;1014.2;11.4;286;14.8;1017.6
2018-10-22;03:00:00;11.1;290;10.0;1020.1;10.6;272;4.4;1017.5;8.3;260;5.0;1016.2;11.0;268;16.6;1014.1;11.2;287;14.4;1017.9
2018-10-22;04:00:00;10.3;300;9.0;1020.6;10.7;268;5.8;1017.9;8.0;260;5.0;1016.3;10.6;271;17.5;1014.5;11.2;287;14.4;1018.2
2018-10-22;05:00:00;10.5;290;9.0;1020.7;10.5;264;7.1;1018.2;7.3;260;5.0;1016.4;10.2;279;15.3;1015.6;10.8;287;14.5;1018.7
2018-10-22;06:00:00;10.2;290;10.0;1021.2;10.0;269;5.9;1018.9;6.6;250;5.0;1017.1;10.1;277;15.9;1016.0;10.3;294;13.8;1019.2
2018-10-22;07:00:00;10.2;290;11.0;1021.7;10.2;287;5.6;1019.4;6.5;260;4.0;1017.6;10.0;273;15.1;1016.6;10.4;294;14.2;1019.8
2018-10-22;08:00:00;10.4;300;11.0;1022.2;10.4;278;5.5;1020.2;7.8;270;6.0;1017.8;9.8;271;15.2;1016.9;10.6;288;13.3;1020.2
2018-10-22;09:00:00;10.5;290;12.0;1022.6;10.8;274;8.4;1020.6;8.5;280;8.0;1018.2;9.9;268;15.3;1017.5;10.7;287;14.0;1020.7
2018-10-22;10:00:00;10.9;290;12.0;1023.0;11.1;268;7.6;1020.7;9.2;270;8.0;1018.4;9.7;268;14.5;1018.2;10.7;284;13.2;1021.0
2018-10-22;11:00:00;11.2;290;11.0;1023.3;11.3;277;6.7;1021.0;9.8;270;8.0;1018.2;10.3;270;13.1;1018.2;10.8;293;14.5;1021.2
2018-10-22;12:00:00;11.3;290;11.0;1023.3;11.3;272;6.3;1020.5;9.7;270;8.0;1018.3;10.6;262;14.5;1017.4;11.0;283;10.9;1020.7
2018-10-22;13:00:00;11.0;290;12.0;1023.3;11.4;274;7.5;1021.3;9.7;260;9.0;1018.2;10.9;259;14.4;1017.6;11.1;281;11.9;1021.4
2018-10-22;14:00:00;10.7;290;11.0;1023.6;11.2;263;7.2;1020.5;9.2;260;7.0;1018.5;11.0;259;13.2;1017.1;11.1;279;11.1;1020.8
2018-10-22;15:00:00;10.4;290;10.0;1023.1;10.7;256;6.7;1020.2;7.7;260;5.0;1018.3;11.1;260;12.9;1016.3;10.9;283;12.4;1020.2
2018-10-22;16:00:00;9.6;290;9.0;1023.2;10.5;260;4.7;1019.6;6.8;240;4.0;1018.3;10.9;257;14.1;1015.4;10.8;271;12.4;1019.6
2018-10-22;17:00:00;10.1;280;8.0;1022.4;10.5;259;5.8;1019.3;6.4;230;4.0;1017.6;10.4;258;17.7;1014.1;10.7;267;11.2;1019.0
2018-10-22;18:00:00;9.9;270;8.0;1022.1;10.5;256;7.4;1018.4;6.2;240;5.0;1017.2;10.4;260;20.6;1012.6;10.6;267;12.4;1018.3
2018-10-22;19:00:00;9.6;270;8.0;1021.4;10.4;252;6.4;1017.7;6.2;240;5.0;1016.1;10.7;244;16.0;1012.4;10.6;259;11.5;1017.7
2018-10-22;20:00:00;9.7;270;8.0;1020.6;10.4;241;6.4;1016.1;6.9;240;7.0;1014.9;10.5;235;20.7;1008.6;10.6;251;13.4;1015.9
2018-10-22;21:00:00;9.8;270;8.0;1019.4;9.6;232;7.5;1014.0;7.2;240;8.0;1013.2;10.8;235;18.0;1007.0;9.6;244;16.2;1014.1
2018-10-22;22:00:00;9.3;260;9.0;1017.4;9.0;228;6.1;1011.6;6.7;240;10.0;1011.7;11.1;242;19.2;1003.6;9.7;240;15.7;1011.5
2018-10-22;23:00:00;9.2;260;10.0;1015.4;9.4;226;6.6;1008.9;5.6;220;8.0;1009.2;11.4;237;20.9;1001.0;10.1;240;15.5;1008.7
2018-10-23;00:00:00;8.7;230;9.0;1012.8;9.8;232;7.3;1005.9;5.9;220;8.0;1006.0;11.5;246;20.2;998.2;10.7;247;16.3;1005.7
2018-10-23;01:00:00;8.4;230;8.0;1010.0;10.7;242;9.4;1003.2;6.3;220;9.0;1002.7;11.7;253;18.5;996.3;11.1;256;14.7;1003.4
2018-10-23;02:00:00;10.0;250;12.0;1007.3;11.6;249;8.8;1000.3;6.9;220;8.0;999.4;11.8;260;18.8;994.6;11.9;263;16.6;1000.6
2018-10-23;03:00:00;10.1;250;13.0;1005.0;11.9;257;10.1;998.5;8.1;230;8.0;996.6;12.1;271;15.7;994.2;12.0;269;17.3;998.8
2018-10-23;04:00:00;10.4;260;14.0;1002.8;12.0;260;9.9;997.5;8.6;250;8.0;994.9;12.2;277;18.4;993.5;12.1;270;17.2;997.4
2018-10-23;05:00:00;10.6;260;13.0;1001.1;12.0;266;8.1;996.9;8.9;270;7.0;993.9;11.8;278;15.9;993.3;12.0;275;16.2;996.8
2018-10-23;06:00:00;11.0;270;12.0;999.9;11.3;277;6.7;996.7;8.8;270;7.0;993.5;11.8;282;15.9;993.6;12.2;280;15.5;996.2
2018-10-23;07:00:00;11.0;280;12.0;999.2;11.4;286;6.3;996.6;8.9;280;8.0;992.8;11.7;286;15.2;993.8;12.1;293;16.2;996.6
2018-10-23;08:00:00;10.9;280;13.0;998.4;12.0;284;6.9;995.9;9.0;280;7.0;992.6;12.1;293;15.1;994.2;12.1;295;16.2;996.6
2018-10-23;09:00:00;11.4;290;15.0;998.1;12.5;288;8.4;995.9;9.8;290;7.0;993.0;12.1;294;14.3;994.3;12.2;294;16.2;996.4
2018-10-23;10:00:00;11.9;290;15.0;998.3;12.7;288;7.1;996.2;10.0;290;8.0;993.0;12.2;307;15.4;994.9;12.5;298;14.9;996.4
2018-10-23;11:00:00;12.3;280;14.0;997.7;13.0;293;8.2;996.2;9.9;300;8.0;993.2;12.3;303;12.7;995.2;12.4;301;16.1;996.5
2018-10-23;12:00:00;12.2;290;14.0;997.4;13.2;292;7.6;995.9;10.8;320;7.0;993.1;12.5;306;11.8;995.1;12.3;302;14.4;996.4
2018-10-23;13:00:00;12.4;290;14.0;997.0;13.4;289;7.4;995.9;10.9;320;6.0;993.1;12.7;301;11.0;995.1;12.5;299;12.6;996.6
2018-10-23;14:00:00;12.0;300;16.0;996.9;13.0;305;5.2;996.0;10.6;320;6.0;993.3;12.8;301;12.2;995.2;12.6;307;13.4;996.3
2018-10-23;15:00:00;11.4;300;14.0;997.2;12.1;298;4.0;996.2;9.2;320;3.0;993.8;12.7;315;14.1;994.9;12.5;308;12.9;996.3
2018-10-23;16:00:00;11.2;300;14.0;997.3;11.7;306;4.2;996.3;8.1;340;5.0;994.2;12.1;322;17.9;995.8;12.4;307;12.6;996.7
2018-10-23;17:00:00;11.1;300;13.0;997.9;11.8;311;7.1;996.8;5.8;300;5.0;995.6;11.1;320;21.2;996.3;12.4;331;18.1;997.2
2018-10-23;18:00:00;11.0;300;15.0;998.0;11.2;324;6.4;998.0;4.2;290;4.0;996.8;8.7;4;11.2;999.6;11.9;333;18.6;998.3
2018-10-23;19:00:00;8.6;350;11.0;999.2;8.3;7;3.5;1000.2;4.0;320;5.0;997.4;8.1;10;8.6;1001.2;9.4;20;12.9;1000.3
2018-10-23;20:00:00;9.6;330;9.0;999.7;7.6;341;3.7;1001.5;3.8;310;5.0;998.2;8.7;351;8.2;1001.9;8.9;360;9.8;1001.6
2018-10-23;21:00:00;8.8;360;10.0;1000.8;6.6;340;2.0;1002.7;3.8;320;6.0;999.0;9.1;332;11.4;1002.7;8.8;353;8.8;1002.7
2018-10-23;22:00:00;7.7;340;8.0;1002.2;5.7;301;1.3;1003.6;2.8;320;7.0;1000.3;8.8;333;12.5;1003.4;9.4;352;9.1;1003.5
2018-10-23;23:00:00;7.3;340;8.0;1003.4;4.9;19;0.8;1004.3;1.9;310;6.0;1001.4;8.5;324;13.3;1003.6;9.7;341;10.2;1004.1
2018-10-24;00:00:00;6.6;340;7.0;1004.3;3.9;0;0.0;1004.7;1.8;300;6.0;1002.0;8.4;338;13.2;1004.4;9.4;341;11.2;1004.6
2018-10-24;01:00:00;6.4;350;7.0;1004.8;3.1;0;0.0;1005.2;1.6;310;5.0;1002.9;8.3;336;11.6;1004.9;9.1;342;11.4;1005.1
2018-10-24;02:00:00;5.1;300;5.0;1005.2;2.5;0;0.0;1006.0;1.5;310;4.0;1003.4;8.0;343;11.9;1005.6;8.9;349;10.3;1005.6
2018-10-24;03:00:00;5.7;310;5.0;1006.1;2.6;12;1.1;1007.2;1.0;300;5.0;1004.4;8.1;337;11.7;1006.8;8.3;358;10.1;1007.1
2018-10-24;04:00:00;4.9;310;5.0;1007.1;2.4;0;0.0;1008.2;0.5;310;4.0;1005.3;7.9;343;10.3;1007.7;8.0;10;9.5;1007.8
2018-10-24;05:00:00;4.9;350;6.0;1008.0;3.0;0;0.0;1008.8;0.9;300;6.0;1006.0;7.9;337;9.6;1008.6;8.1;8;9.5;1008.6
2018-10-24;06:00:00;4.8;330;6.0;1008.9;3.2;359;0.5;1009.9;1.0;310;6.0;1006.9;7.8;340;8.7;1009.6;8.2;357;7.8;1009.8
2018-10-24;07:00:00;5.2;330;5.0;1009.7;3.1;0;0.0;1010.7;1.6;310;6.0;1007.9;7.8;329;9.4;1010.1;8.6;353;7.1;1010.7
2018-10-24;08:00:00;6.5;330;7.0;1010.6;6.4;0;0.0;1011.4;2.8;310;5.0;1008.8;8.0;330;8.7;1011.2;8.9;2;6.7;1011.4
2018-10-24;09:00:00;7.8;330;7.0;1011.8;7.6;333;2.7;1012.3;4.2;310;7.0;1009.4;8.2;319;7.4;1011.8;9.4;331;8.0;1012.2
2018-10-24;10:00:00;8.8;330;9.0;1012.7;9.5;310;3.2;1012.6;5.4;320;6.0;1009.7;8.3;299;7.0;1012.4;9.5;326;7.5;1012.7
2018-10-24;11:00:00;9.1;320;8.0;1013.1;10.1;312;3.8;1012.9;5.7;300;6.0;1010.7;8.4;307;5.0;1012.3;9.8;323;7.1;1013.1
2018-10-24;12:00:00;9.3;320;8.0;1013.2;10.4;303;3.7;1012.6;6.2;300;5.0;1010.9;8.9;289;4.5;1012.0;9.7;320;5.6;1012.8
2018-10-24;13:00:00;9.5;320;6.0;1013.2;10.1;303;3.9;1012.5;6.4;300;6.0;1010.6;9.3;278;5.2;1011.6;9.7;300;5.3;1012.8
2018-10-24;14:00:00;9.1;300;7.0;1013.3;9.7;287;4.8;1012.4;6.3;300;5.0;1010.7;8.9;257;6.7;1011.0;9.5;284;6.0;1012.5
2018-10-24;15:00:00;8.6;290;6.0;1013.2;9.3;265;3.8;1011.6;5.5;290;3.0;1010.7;8.9;254;8.7;1010.2;9.5;269;6.0;1011.7
2018-10-24;16:00:00;8.5;280;5.0;1012.9;8.8;261;2.5;1011.1;2.9;200;2.0;1010.5;9.2;262;8.3;1009.4;9.2;272;6.4;1011.1
2018-10-24;17:00:00;8.4;280;5.0;1012.4;8.7;252;2.7;1010.4;4.3;260;3.0;1009.9;9.3;245;9.4;1008.5;9.1;271;6.3;1010.7
2018-10-24;18:00:00;8.6;280;6.0;1011.7;8.5;257;3.1;1009.4;4.1;250;3.0;1009.3;9.4;273;9.0;1006.9;9.2;265;6.2;1009.8
2018-10-24;19:00:00;8.7;280;7.0;1010.9;8.6;254;2.7;1008.1;3.3;230;3.0;1008.2;9.5;270;8.4;1006.3;9.7;282;9.2;1008.4
2018-10-24;20:00:00;8.8;290;8.0;1009.9;9.2;258;4.5;1007.2;1.3;220;3.0;1007.9;9.7;267;11.1;1004.5;10.1;284;10.9;1007.2
2018-10-24;21:00:00;9.3;270;7.0;1009.1;9.7;256;4.0;1005.6;2.1;210;3.0;1006.3;10.1;262;11.8;1003.3;10.3;275;9.7;1005.9
2018-10-24;22:00:00;9.4;270;6.0;1007.6;9.8;254;5.8;1004.6;2.9;210;4.0;1004.8;10.2;255;12.4;1001.7;10.5;263;7.7;1004.5
2018-10-24;23:00:00;10.1;270;7.0;1006.2;10.1;258;3.5;1002.9;3.7;220;3.0;1003.3;10.8;260;13.9;1000.1;11.4;285;12.0;1002.9
2018-10-25;00:00:00;10.3;260;9.0;1004.8;10.9;264;4.1;1001.6;3.7;210;4.0;1001.4;11.2;257;14.1;998.7;11.6;281;11.6;1001.2
2018-10-25;01:00:00;10.5;280;9.0;1003.3;11.0;267;4.7;1000.3;3.8;220;3.0;999.9;11.5;259;13.0;998.3;11.5;275;11.7;1000.5
2018-10-25;02:00:00;11.0;280;11.0;1002.2;11.4;266;6.8;999.7;4.6;240;2.0;998.9;11.6;259;11.3;997.7;11.5;274;11.7;999.9
2018-10-25;03:00:00;11.0;280;12.0;1001.6;11.1;266;4.3;999.1;5.9;260;2.0;997.9;11.6;272;13.0;997.3;11.4;279;11.8;999.4
2018-10-25;04:00:00;10.8;280;12.0;1001.2;11.1;275;5.4;998.9;7.6;280;5.0;996.9;11.6;275;11.5;997.4;11.4;287;13.7;999.0
2018-10-25;05:00:00;11.0;290;14.0;1000.8;10.9;280;4.2;998.8;7.9;280;6.0;996.6;11.6;281;11.7;997.5;11.4;291;14.7;999.0
2018-10-25;06:00:00;10.6;290;14.0;1000.4;10.9;290;4.9;999.1;7.9;280;6.0;996.4;11.3;271;10.8;997.8;11.2;294;14.5;999.3
2018-10-25;07:00:00;10.5;300;12.0;1000.5;10.7;285;5.3;999.5;7.7;290;5.0;996.7;11.4;271;11.5;997.6;11.0;293;14.4;999.4
2018-10-25;08:00:00;10.7;300;13.0;1000.7;11.3;285;6.0;999.7;8.9;290;6.0;996.9;11.6;274;11.1;997.9;11.4;292;14.6;999.7
2018-10-25;09:00:00;11.0;300;14.0;1001.1;11.8;288;7.1;1000.0;9.9;300;5.0;997.5;11.8;274;11.2;998.5;11.4;289;14.7;1000.2
2018-10-25;10:00:00;11.5;300;13.0;1001.5;12.2;283;6.5;1000.3;10.0;310;4.0;998.1;11.8;287;10.8;999.0;11.6;292;13.6;1000.5
2018-10-25;11:00:00;11.8;310;12.0;1001.7;12.5;295;5.7;1000.5;10.7;310;5.0;998.0;12.0;290;10.0;999.6;11.7;295;14.3;1000.5
2018-10-25;12:00:00;11.3;300;11.0;1001.9;12.4;285;6.3;1000.9;10.9;310;4.0;998.4;12.0;298;8.4;1000.3;11.8;297;13.4;1001.0
2018-10-25;13:00:00;11.4;300;13.0;1001.9;12.5;296;7.0;1001.1;10.6;320;6.0;998.8;11.2;3;7.0;1000.8;11.7;301;14.0;1001.2
2018-10-25;14:00:00;11.0;300;11.0;1002.2;12.4;303;5.3;1001.0;10.2;330;5.0;999.3;9.5;22;10.2;1001.7;11.8;302;12.0;1001.3
2018-10-25;15:00:00;10.9;300;11.0;1002.4;11.9;315;3.5;1001.5;8.7;320;4.0;1000.1;9.0;19;8.7;1001.9;11.7;310;9.0;1001.6
2018-10-25;16:00:00;10.5;300;9.0;1002.9;10.7;287;1.4;1002.0;5.3;30;4.0;1001.3;8.8;22;7.3;1002.3;11.6;318;7.5;1002.0
2018-10-25;17:00:00;10.1;300;8.0;1003.5;8.8;0;0.0;1002.5;3.0;360;4.0;1002.4;8.4;23;7.2;1002.9;10.3;35;5.2;1002.6
2018-10-25;18:00:00;10.4;290;8.0;1003.8;7.0;0;0.0;1003.2;1.6;320;2.0;1003.3;8.3;20;5.9;1003.2;9.6;34;3.3;1003.0
2018-10-25;19:00:00;10.1;290;7.0;1004.2;7.0;36;0.6;1003.2;1.2;340;3.0;1003.5;8.3;5;4.1;1003.3;8.9;35;3.1;1003.2
2018-10-25;20:00:00;9.3;290;6.0;1004.1;5.8;36;0.9;1003.5;-1.0;230;1.0;1003.8;8.1;19;3.1;1003.4;8.5;42;1.5;1003.3
2018-10-25;21:00:00;10.1;290;6.0;1004.3;4.5;0;0.0;1003.8;-1.5;0;0.0;1004.0;8.1;76;1.3;1003.3;8.0;29;3.0;1003.5
2018-10-25;22:00:00;9.8;280;6.0;1004.3;3.6;0;0.0;1003.8;-2.5;270;1.0;1004.4;7.8;121;1.7;1003.4;8.0;101;2.5;1003.5
2018-10-25;23:00:00;9.9;290;6.0;1004.3;4.0;41;0.7;1003.9;-3.7;220;1.0;1004.3;7.6;138;3.7;1003.4;7.9;119;3.2;1003.8
2018-10-26;00:00:00;9.6;280;7.0;1004.2;4.2;37;0.9;1003.7;-2.8;270;1.0;1004.3;8.0;161;4.2;1003.2;8.0;133;3.3;1003.4
2018-10-26;01:00:00;9.5;280;6.0;1004.0;4.2;38;0.9;1003.6;-0.3;230;1.0;1004.3;8.5;176;4.1;1002.8;8.2;130;2.9;1003.1
2018-10-26;02:00:00;9.3;280;6.0;1003.7;4.1;35;1.0;1003.1;-0.2;280;1.0;1003.8;8.4;161;5.2;1001.9;8.0;132;3.0;1002.6
2018-10-26;03:00:00;9.2;280;5.0;1003.5;4.3;42;0.6;1002.4;-0.1;0;0.0;1003.4;8.2;139;5.3;1001.7;8.1;135;3.9;1002.0
2018-10-26;04:00:00;8.5;280;5.0;1003.0;4.3;357;0.6;1002.3;-0.3;0;0.0;1003.2;7.6;144;5.1;1001.7;8.2;140;4.5;1001.4
2018-10-26;05:00:00;8.8;270;4.0;1002.8;4.9;37;0.9;1001.5;-0.4;0;0.0;1002.9;6.8;100;6.4;1000.4;8.0;137;5.2;1000.9
2018-10-26;06:00:00;7.7;270;3.0;1002.6;4.7;33;0.7;1001.3;-0.1;130;1.0;1002.6;7.0;105;6.6;1000.7;7.3;107;3.8;1000.7
2018-10-26;07:00:00;8.4;270;2.0;1002.3;4.5;34;0.9;1001.2;0.0;230;2.0;1002.8;7.7;108;7.0;1000.5;8.2;231;4.9;1000.2
2018-10-26;08:00:00;7.7;190;3.0;1002.1;4.4;61;0.7;1001.0;1.1;0;0.0;1002.6;7.2;129;8.2;1000.5;8.6;105;1.0;1000.1
2018-10-26;09:00:00;7.5;160;2.0;1001.7;4.2;72;3.4;1000.6;1.6;210;1.0;1002.7;6.2;124;8.3;1000.7;7.2;122;6.4;999.7
2018-10-26;10:00:00;7.2;150;3.0;1000.8;4.8;65;2.4;1000.6;2.6;0;0.0;1002.5;6.3;117;8.9;1000.3;6.1;93;6.0;999.7
2018-10-26;11:00:00;7.5;130;5.0;999.3;4.6;82;3.2;1000.0;3.3;150;2.0;1001.9;6.0;107;7.6;1000.0;5.6;91;7.9;999.0
2018-10-26;12:00:00;7.4;100;3.0;998.2;3.8;70;3.3;999.3;3.7;80;2.0;1001.2;5.7;89;7.2;999.6;5.0;96;9.3;998.1
2018-10-26;13:00:00;7.8;120;4.0;996.9;3.8;75;3.3;998.5;3.2;100;3.0;1000.4;6.2;82;8.2;999.1;4.6;93;8.7;997.4
2018-10-26;14:00:00;9.0;110;2.0;996.1;3.8;69;3.5;997.8;2.7;110;4.0;1000.3;6.0;57;8.4;999.0;4.2;84;9.5;996.6
2018-10-26;15:00:00;9.8;180;3.0;995.4;3.4;72;3.7;997.2;1.0;90;4.0;999.9;5.8;55;10.4;998.6;4.4;76;9.7;996.1
2018-10-26;16:00:00;9.9;200;4.0;994.8;3.2;60;3.4;996.9;1.1;80;4.0;999.5;5.6;60;12.2;998.1;4.1;81;12.2;995.4
2018-10-26;17:00:00;9.9;210;4.0;994.5;3.0;64;4.4;996.4;1.2;70;5.0;999.0;4.9;51;13.3;998.2;4.1;82;11.3;995.1
2018-10-26;18:00:00;9.9;220;4.0;994.5;2.9;62;4.7;996.1;1.1;70;4.0;998.7;5.0;58;13.5;998.6;4.1;78;11.3;995.0
2018-10-26;19:00:00;9.6;220;5.0;994.0;2.8;63;4.0;995.9;1.5;60;5.0;998.2;4.8;54;13.0;998.5;4.0;74;12.2;994.9
2018-10-26;20:00:00;9.0;220;3.0;993.3;2.8;48;5.2;995.5;0.8;60;4.0;997.7;4.5;58;13.7;998.1;3.7;61;12.9;994.6
2018-10-26;21:00:00;8.0;200;3.0;993.3;3.0;53;5.4;995.4;0.4;40;4.0;997.3;4.0;58;14.1;998.6;4.1;64;13.3;994.3
2018-10-26;22:00:00;6.7;180;3.0;992.6;3.1;52;5.3;995.1;0.5;40;5.0;997.0;3.6;46;13.1;998.9;4.3;57;14.5;994.0
2018-10-26;23:00:00;6.9;180;4.0;992.0;3.2;45;4.8;995.2;0.5;40;5.0;996.5;4.0;48;13.2;999.1;4.1;52;14.3;994.2
2018-10-27;00:00:00;6.6;160;4.0;991.4;3.1;35;5.8;995.3;0.6;30;6.0;996.5;3.3;41;12.8;999.4;3.7;42;13.3;994.4
2018-10-27;01:00:00;7.1;170;4.0;990.9;2.8;37;6.3;995.9;0.6;30;7.0;996.5;3.2;39;12.4;999.8;3.7;42;15.2;994.9
2018-10-27;02:00:00;6.7;170;4.0;990.5;2.4;34;5.0;996.6;0.4;30;8.0;996.7;2.9;45;13.6;1000.7;3.1;37;15.1;995.8
2018-10-27;03:00:00;6.2;190;3.0;990.5;2.4;29;6.2;997.5;0.2;30;8.0;997.0;2.5;40;12.2;1001.5;2.7;38;15.7;996.9
2018-10-27;04:00:00;5.8;150;2.0;990.4;2.3;34;4.3;998.2;0.2;40;8.0;997.6;2.3;31;11.4;1001.8;2.8;35;14.3;997.8
2018-10-27;05:00:00;2.7;40;8.0;991.7;2.2;30;5.7;999.1;0.1;30;8.0;997.9;1.8;20;14.0;1002.4;3.3;35;13.8;998.9
2018-10-27;06:00:00;1.5;40;9.0;993.1;2.4;23;3.9;1000.2;0.0;40;8.0;998.9;2.1;24;14.8;1002.9;3.8;34;12.9;1000.0
2018-10-27;07:00:00;1.7;40;9.0;995.0;2.6;20;3.5;1001.4;0.2;30;7.0;999.5;1.7;26;14.0;1004.3;3.8;25;12.3;1001.2
2018-10-27;08:00:00;1.7;30;7.0;997.3;3.0;34;4.1;1002.8;0.1;30;6.0;1000.6;1.7;21;12.8;1005.3;3.1;18;11.0;1002.7
2018-10-27;09:00:00;1.7;30;8.0;998.9;3.4;26;3.5;1003.7;0.5;30;7.0;1001.5;1.8;27;11.5;1006.6;2.7;19;11.1;1004.1
2018-10-27;10:00:00;2.5;20;8.0;1000.7;2.6;353;4.3;1005.1;1.0;30;8.0;1002.5;2.4;21;11.7;1007.4;2.9;24;11.4;1005.2
2018-10-27;11:00:00;3.3;20;8.0;1002.4;1.7;351;3.4;1006.4;0.9;360;7.0;1003.6;2.7;23;10.7;1008.3;3.1;25;10.2;1006.5
2018-10-27;12:00:00;3.3;10;6.0;1004.0;1.9;13;2.5;1007.5;0.7;350;6.0;1004.7;2.6;23;11.2;1009.2;3.9;18;11.1;1007.2
2018-10-27;13:00:00;3.1;10;5.0;1005.4;3.2;7;2.5;1008.2;0.8;350;7.0;1005.7;3.2;19;10.8;1009.6;4.0;24;9.1;1008.3
2018-10-27;14:00:00;3.4;360;6.0;1006.5;3.0;351;3.5;1009.3;1.0;350;7.0;1006.7;3.6;20;10.4;1010.8;4.3;22;9.2;1009.3
2018-10-27;15:00:00;3.3;350;6.0;1008.1;3.3;349;3.2;1010.4;0.8;360;4.0;1008.0;3.9;15;10.0;1011.7;4.6;21;8.5;1010.3
2018-10-27;16:00:00;3.1;360;5.0;1009.4;2.0;7;2.6;1011.7;0.3;10;4.0;1009.4;4.1;20;11.6;1012.5;4.4;14;9.5;1011.4
2018-10-27;17:00:00;3.1;360;4.0;1010.9;1.9;13;2.0;1013.0;0.1;10;4.0;1010.6;3.8;22;11.4;1013.7;4.1;25;11.0;1012.5
2018-10-27;18:00:00;3.1;360;4.0;1011.7;1.2;360;0.9;1013.8;-0.2;10;3.0;1011.6;3.7;24;11.1;1014.6;3.6;31;7.6;1013.7
2018-10-27;19:00:00;2.8;10;6.0;1012.5;1.1;38;1.4;1015.0;0.4;360;7.0;1012.6;3.8;29;12.2;1015.6;3.4;29;11.0;1014.4
2018-10-27;20:00:00;2.2;20;6.0;1013.2;0.8;343;2.1;1015.5;-0.2;360;5.0;1014.0;3.5;32;11.2;1016.3;2.8;33;8.0;1015.3
2018-10-27;21:00:00;2.4;20;5.0;1014.2;0.7;3;0.8;1016.3;-0.3;350;5.0;1014.8;3.4;38;11.2;1017.0;2.1;24;9.3;1016.1
2018-10-27;22:00:00;1.9;190;1.0;1015.2;1.0;353;3.0;1017.3;-0.3;360;4.0;1015.6;3.1;34;11.9;1017.8;2.1;22;9.1;1017.1
2018-10-27;23:00:00;2.0;40;2.0;1016.1;0.8;6;1.1;1017.9;-0.3;10;4.0;1016.5;2.5;30;13.3;1018.5;2.0;21;8.9;1017.8
2018-10-28;00:00:00;1.8;360;1.0;1016.8;0.4;17;1.5;1018.7;-0.7;350;3.0;1017.4;2.3;29;12.5;1019.2;2.0;19;8.2;1018.6
2018-10-28;01:00:00;1.5;0;0.0;1017.5;0.8;12;2.4;1019.4;-0.8;360;5.0;1018.1;2.1;41;12.1;1020.3;2.0;23;9.0;1019.2
2018-10-28;02:00:00;1.0;30;3.0;1017.8;0.5;61;1.0;1020.1;-0.5;360;5.0;1018.8;1.7;38;11.1;1020.8;2.1;38;11.0;1019.7
2018-10-28;03:00:00;0.6;20;3.0;1018.3;0.2;53;0.8;1020.8;-0.2;360;5.0;1019.4;1.6;27;12.1;1021.6;2.0;30;9.2;1020.5
2018-10-28;04:00:00;0.6;10;2.0;1019.0;0.7;40;2.1;1021.3;0.6;30;6.0;1020.1;1.4;40;11.9;1022.5;2.0;39;10.1;1021.1
